date,content,source,user name,followers,handle,location,country,link,tags,replies,reposts,likes,views,included url
2025-01-07,"It's my understanding that Astra positions FLAURA2 only for subpopulations like pts with brain mets or other subgroups of interest with a larger clinical benefit than in ITT, given the tox addon of chemo. For the other settings, they're currently relying on osi mono. That's why I am not sure the benchmark is MARIPOSA vs FLAURA2. I don't see them escalating FLAURA2 again in 1L now, just b/c MARIPOSA hit on OS. Instead, they have the osi+Dato-DXd combo for 1L EGFRm now in pivotal trial. I guess the bet is now on TL-14 to replace FLAURA.
https://x.com/BertrandBio/status/1816440560523116886",x.com,Bertrand Delsuc,18100,@BertrandBio,,France,https://x.com/BertrandBio/status/1876663580398887346,,1,1,1,94,https://x.com/BertrandBio/status/1816440560523116886
2025-01-07,"アミバンタマブは皮下の承認がずれ込みそうなので、承認されても適応は選びそう.

同じようなOS曲線を示しているFLAURA2の方はどうなることやらですね.
（下記はELCC, WCLCの発表時）",x.com,"Masahiro Torasawa, M.D.",2014,@M_Torasawa,,Japan,https://x.com/M_Torasawa/status/1876631310569255160,,0,3,10,1504,
2025-01-02,European Commission Approves Lazertinib Plus Amivantamab in First-Line EGFR-Mutated NSCLC Second day of 2025 and we’ve already got a big approval. Let’s see if it’s truly game-changing or FLAURA2 will lead in clinical practice.,x.com,Matteo Fila,292,@MatteoFilaMD,"Phoenix, AZ",United States,https://x.com/MatteoFilaMD/status/1874947488190206139,,0,1,5,224,https://www.onclive.com/view/european-commission-approves-lazertinib-plus-amivantamab-in-first-line-egfr-mutated-nsclc
2025-01-10,"Taiwan Association for the Study of Lung Cancer
Optimal frontline treat ment for advanced EGFR-mutated NSCLC
Panelists
Dr. James Yang,Dr. Pasi Janne 
@danieltanmd
 Dr. Hidetoshi Hayashi 
@JessicaJLinMD
 Dr. Jin-Yuan Shih
#LCSM 
@OncoAlert
 #TASLC25 #EGFR",x.com,Hidehito HORINOUCHI,2153,@HHorinouchi,,Japan,https://x.com/HHorinouchi/status/1877904363076624781,"#LCSM, #TASLC25, #EGFR",0,1,9,1275,
2025-01-26,"Phase 2 SKIPPirr study now 
@JTOonline
: premedication regimen of oral dexamethasone 8mg BID on C1D-2, C1D-1, and morning of C1D1 (5 doses) when given before amivantamab for #EGFR NSCLC reduced risk of infusion reactions (22.5% vs 67.4% historically).",x.com,Stephen V Liu,25700,@StephenVLiu,"Georgetown, Washinton DC",United States,https://x.com/StephenVLiu/status/1883468563073368521,#EGFR,0,23,56,4134,https://www.jto.org/article/S1556-0864(25)00051-6/fulltext
2025-01-14,COCOON study meets primary endpoint demonstrating statistically significant and clinically meaningful reduction in dermatologic reactions with easy-to-use prophylactic regimen for patients with EGFR-mutated NSCLC,x.com,よし兄　Yoshi,45,@aminfield,,,https://x.com/aminfield/status/1879289014102229213,,0,0,0,36,https://innovativemedicine.jnj.com/newsroom/cocoon-study-meets-primary-endpoint-demonstrating-statistically-significant-and-clinically-meaningful-reduction-in-dermatologic-reactions-with-easy-to-use-prophylactic-regimen-for-patients-with-egfr-mutated-nsclc
2025-01-15,"COCOON looks like a big step forward—better toxicity management means more people with #EGFR+ #lungcancer can stay on life-extending treatment.

But while patients in the U.S. & Europe already have access to amivantamab + lazertinib, UK patients are still waiting.

Managing side effects matters. But so does making sure UK patients even have the choice. Geography shouldn’t be a barrier. #LCSM",x.com,EGFR Positive Lung Cancer UK,1338,@EgfrUk,,United Kingdon,https://x.com/EgfrUk/status/1879431915855319350,"#LCSM, #EGFR, #lungcancer",2,5,16,1074,
2025-01-22,"COCOON data/protocol for amivantamab in lung ca is very similar to what we have seen/learnt from STEPP protocol for Panitumumab rash in 2010 for colorectal ca! Prophylactic approach is way better
- Doxy
- Moisturizers
- Topical Steroids/Abx

#lcsm #gism 
@OncoAlert
 #OncTwitter",x.com,Oncology Brothers,15900,@OncBrothers,New York,United States,https://x.com/OncBrothers/status/1882187605187739865,"#lcsm, #gism, #OncTwitter",1,13,25,2600,
2025-01-07,Johnson & Johnson's RYBREVANT and LAZCLUZE show unprecedented survival advantage in lung cancer trial https://business-news-today.com/johnson-johnsons-rybrevant-and-lazcluze-show-unprecedented-survival-advantage-in-lung-cancer-trial/ #JohnsonandJohnson #LungCancer #NSCLC #EGFRMutations #RYBREVANT #OncologyInnovation #lungcancer,x.com,Business-News-Today.com,1685,@cricket_fundas,,India,https://x.com/cricket_fundas/status/1876678514549960880,"#JohnsonandJohnson, #LungCancer, #NSCLC, #EGFRMutations, #RYBREVANT, #OncologyInnovation, #lungcancer",0,0,1,71,https://business-news-today.com/johnson-johnsons-rybrevant-and-lazcluze-show-unprecedented-survival-advantage-in-lung-cancer-trial/
2025-01-15,"Leclaza's combination therapy with Rybrevant has shown to potentially extend patient survival by over a year compared to Tagrisso, signaling a major advancement in lung cancer treatment. #Leclaza #Rybrevant #Tagrisso #LungCancer #SouthKorea",x.com,The Chosun Daily,16300,@EnglishChosun,,South Korea,https://x.com/EnglishChosun/status/1879415996508942789,#Leclaza #Rybrevant #Tagrisso #LungCancer #SouthKorea,0,0,0,186,https://www.chosun.com/english/industry-en/2025/01/15/UOU3FMKCVJC2PCQGI3FWQHZ7JI/
2025-01-07,#BREAKING: Topline results for the key secondary endpoint of overall survival from the Phase 3 MARIPOSA study highlight treatment progress for patients with EGFR-mutated #NSCLC: https://bit.ly/4gKvC7U #JNJOncology,x.com,J&J Innovative Medicine,16200,@JNJInnovMed,"Raritan, NJ",United States,https://x.com/JNJInnovMed/status/1876624636386893959,"#BREAKING, #NSCLC, #JNJOncology",1,12,28,4178,https://innovativemedicine.jnj.com/our-innovation/focus-areas/oncology/rybrevant-amivantamab-vmjw-plus-lazcluze-lazertinib-show-statistically-significant-and-clinically-meaningful-improvement-in-overall-survival-versus-osimertinib?sf210739107=1
2025-01-07,"#MARIPOSA @JNJNews announces Positive OS results in 1L EGFR #lcsm 
Amivantamab + lazertinib vs. osimertinib:
Statistically significant improvement in OS (press release states >1 yr survival benefit) 
Await complete data and presentation @EGFRResisters
@LungCancerRx",x.com,"Aakash Desai, MD, MPH",5663,@ADesaiMD,"Birmingham, AL",United States,https://x.com/ADesaiMD/status/1876627432683327899,"#MARIPOSA, #lcsm ",3,18,55,22000,
2025-01-07,"#MARIPOSA study update: Combination therapy shows over ONE-YEAR mOS improvement compared to osimertinib alone.

Key data to discuss with patients in clinic—but does this simplify first-line treatment decisions? 
@OncoAlert
 
@OncBrothers
 
@EGFRResisters
 #lcsm",x.com,"Eric K. Singhi, MD",4873,@lungoncdoc,"Houston, TX",United States,https://x.com/lungoncdoc/status/1876632967545749525,"#MARIPOSA, #lcsm ",4,23,97,17000,
2025-01-07,Flaura 2 walked ..so Mariposa could run (fly) ,x.com,Young Lung Cancer Initiative,847,@YoungLungCancer,,,https://x.com/YoungLungCancer/status/1876648597523243188,,1,1,10,629,
2025-01-07,"The recent #MARIPOSA study findings are indeed promising, showing improved mOS with combination therapy over osimertinib alone. This could potentially impact first-line treatment decisions by providing new options for enhancing patient outcomes. However, it's crucial to consider whether all patient subgroups would experience similar benefits or if there are specific factors to evaluate before choosing the best course of action. Thoughts on how this might change current treatment protocols in practice? For those looking to dig deeper into the science behind this, platforms like [SciQst](https://sciqst.com) can generate comprehensive biomedical reviews to better understand such advancements. #Medicine #Oncology",x.com,"Raffaele Di Giacomo, PhD",5862,@sciqst,,Switzerland,https://x.com/sciqst/status/1876633798210682910,"#MARIPOSA, #Medicine, #Oncology",1,0,0,293,https://www.sciqst.com/
